id,title,price,brand,list,availability,code,size,os,model_cpu,freq,ram_size,hard_typee,storage,videocard,videocard_type,videocard_mem,code2
s1,Ноутбук Acer Aspire 3 A315-34-P351 (NX.HE3ER.010),174990,Acer,Ноутбуки,Товар на витрине,462681,"15,6″ - 39,62 см",DOS,Intel® Pentium® Silver N5030,1.1 ГГц,4 ГБ,HDD,1 ТБ,Intel UHD Graphics,605,,(NX.HE3ER.010)
s2,"Ноутбук Apple MacBook Air 13″ (2020) i3 1,1/8Gb/256GB SSD Space Gray (MWTJ2)",553890,Apple,Ноутбуки,Есть в наличии,460038,"13,3″ - 33,78 см",MacOS X,Intel® Core™ i3-1000NG4,1.10 ГГц,8 ГБ,SSD,256 Гб,Iris Plus Graphics,,1.5 ГБ,(MWTJ2)
s3,Ноутбук Acer Aspire 7 Gaming  A715-75G-701Q   (NH.Q87ER.00F),439390,Acer,Ноутбуки,Есть в наличии,462675,"15,6″ - 39,62 см",DOS,Intel® Core™ i7-9750H,2.6 ГГц,16 ГБ,SSD,512 ГБ,GeForce GTX,1650 Super,4 ГБ,(NH.Q87ER.00F)
s4,Ноутбук Asus TUF Gaming FX505D (90NR02D1-M12900),339890,Asus,Ноутбуки,Есть в наличии,463041,"15,6″ - 39,62 см",DOS,AMD Ryzen 5 3550H,2.1 ГГц,8 ГБ,SSD,512 ГБ,GeForce GTX,1650 Super,4 ГБ,(90NR02D1-M12900)
s5,Ноутбук Asus VivoBook 15 X512D R341TUW (90NB0LZ3-M25760),229990,Asus,Ноутбуки,Товар на витрине,463052,"15,6″ - 39,62 см",Windows 10,AMD Ryzen 3 3200U,2.6 ГГц,4 ГБ,HDD,1 ТБ,Radeon,Vega 3,,(90NB0LZ3-M25760)
s6,Ноутбук Acer Aspire 3 A315-54K (NX.HEEER.01Q),269990,Acer,Ноутбуки,Товар на витрине,467026,"15,6″ - 39,62 см",DOS,Intel® Core™ i5-6300U,2.4 ГГц,4 ГБ,HDD,1 ТБ,Intel HD Graphics,520,,(NX.HEEER.01Q)
s7,Ноутбук HP Laptop Potter 1.0 I341TUN 1X2S1EA (15-da0567ur),189990,HP,Ноутбуки,Есть в наличии,463056,"15,6″ - 39,62 см",DOS,Intel® Core™ i3-8130U,,4 ГБ,HDD,1 ТБ,Intel UHD Graphics,620,,(15-da0567ur)
s8,"Ноутбук Apple MacBook Air 13″ (2020) i3 1,1/8Gb/256GB SSD Gold (MWTL2)",561990,Apple,Ноутбуки,Есть в наличии,460040,"13,3″ - 33,78 см",MacOS X,Intel® Core™ i3-1000NG4,1.10 ГГц,8 ГБ,SSD,256 Гб,Iris Plus Graphics,,1.5 ГБ, (MWTL2)
s9,Ноутбук Acer Predator Triton 700 PT715-51 (NH.Q2KER.002),799990,Acer,Ноутбуки,Товар на витрине,80397,"15,6″ - 39,62 см",Windows 10,Intel® Core™ i7-7700HQ,2.8 ГГц,16 ГБ,SSD,512 ГБ,GeForce GTX,1060,6 ГБ,(NH.Q2KER.002)
s10,Ноутбук Lenovo Legion Y7000 I781T1SGN (81T0001DRK),499990,Lenovo,Ноутбуки,Товар на витрине,467052,"15,6″ - 39,62 см",DOS,Intel® Core™ i7-9750H,2.6 ГГц,8 ГБ,HDD + SSD,HDD 1 Тб + SSD 128 Гб,GeForce GTX,1650 Super,4 ГБ,(81T0001DRK)
s11,Ноутбук Lenovo IdeaPad 330-15IKB 81DC006URU,284890,Lenovo,Ноутбуки,Товар на витрине,470178,"15,6″ - 39,62 см",DOS,Intel® Core™ i5-7200U,2.5 ГГц,4 ГБ,HDD,500 Гб,Intel HD Graphics,620,SMA (выделяется из операт. памяти),
s12,"Ноутбук Apple MacBook Air 13″ (2020) i3 1,1/8Gb/256GB SSD Silver (MWTK2)",553890,Apple,Ноутбуки,Есть в наличии,460039,"13,3″ - 33,78 см",MacOS X,Intel® Core™ i3-1000NG4,1.10 ГГц,8 ГБ,SSD,256 Гб,Iris Plus Graphics,,1.5 ГБ,(MWTK2)
s13,"Ноутбук Apple MacBook Pro 16"" i9 2.3/16/1TB SSD Silver (MVVM2) ",1541990,Apple,Ноутбуки,Товар на витрине,421298,"16″ - 40,64 см",MacOS X,Intel® Core™ i9-9880H,2.3 ГГц,16 ГБ,SSD,1 ТБ,Radeon,5500,4 ГБ,(MVVM2)
s14,Ноутбук Asus ROG Strix G512L I7165GN (90NR0351-M02900),549990,Asus,Ноутбуки,Есть в наличии,463039,"15,6″ - 39,62 см",DOS,Intel® Core™ i7-10750H,2.6 ГГц,16 ГБ,SSD,512 ГБ,GeForce GFX,1650 Ti,,(90NR0351-M02900)
s15,Ноутбук HP Pavilion Gaming 15-dk1017ur 15C51EA,399990,HP,Ноутбуки,Товар на витрине,463062,"15,6″ - 39,62 см",DOS,Intel ® Core™ i5-10300H,2.5 ГГц,8 ГБ,SSD,512 ГБ,GeForce GTX,1650 Super,4 ГБ,
s16,"Ноутбук Apple MacBook Pro 16"" i9 2.3/16/1TB SSD Space Grey (MVVK2) ",1441390,Apple,Ноутбуки,Товар на витрине,421297,"16″ - 40,64 см",MacOS X,Intel® Core™ i9-9880H,2.3 ГГц,16 ГБ,SSD,1 ТБ,Radeon,5500,4 ГБ,MVVK2) 
s17,"Ноутбук Apple MacBook Air 13″ (2020) i5 1,1/8Gb/512GB SSD Space Gray (MVH22)",720890,Apple,Ноутбуки,Есть в наличии,460041,"13,3″ - 33,78 см",MacOS X,Intel® Core™ i5-1030NG7,1.10 ГГц,8 ГБ,SSD,512 ГБ,Iris Plus Graphics,,1.5 ГБ,(MVH22)
s18,Ноутбук Acer Swift 3 SF314-58G (NX.HPKER.002),439990,Acer,Ноутбуки,Товар на витрине,462626,"14″ - 35,56 см",DOS,Intel® Core™ i7-10510U,1.8 ГГц,8 ГБ,SSD,256 Гб,GeForce MX,250,2 ГБ,(NX.HPKER.002)
s19,"Ноутбук Apple MacBook Pro 16"" TB i7 2.6/16/512 SSD Space Grey(MVVJ2) ",1254790,Apple,Ноутбуки,Есть в наличии,421295,"16″ - 40,64 см",MacOS X,Intel® Core™ i7-9750H,2.6 ГГц,16 ГБ,SSD,512 ГБ,Radeon,5300,4 ГБ,(MVVJ2)
s20,Ноутбук Acer Aspire 3 A315-57G-382U I341TMN (NX.HZRER.007),239990,Acer,Ноутбуки,Товар на витрине,462662,"15,6″ - 39,62 см",DOS,Intel® Core™ i3 1005G1,1.2 ГГц,4 ГБ,HDD,1 ТБ,GeForce MX,230,2 ГБ,(NX.HZRER.007)
s21,Ультрабук Lenovo IdeaPad 5 14IIL05 (81YH00KFRU),369990,Lenovo,Ноутбуки,Товар на витрине,463074,"14″ - 35,56 см",Windows 10,Intel® Core™ i5-10210U,1 ГГц,8 ГБ,SSD,512 ГБ,Intel UHD Graphics,620,,(81YH00KFRU)
s22,Ноутбук Apple MacBook Air 13″ i5 1.6/8Gb/256Gb SSD Gold (MREF2),632990,Apple,Ноутбуки,Товар на витрине,85848,"13,3″ - 33,78 см",MacOS X,Intel® Core™ i5-8210Y,1.6 ГГц,8 ГБ,SSD,256 Гб,Intel UHD Graphics,617,,(MREF2)
s23,Ноутбук Acer ConceptD CN515-51 (NX.C4JER.002),749990,Acer,Ноутбуки,Товар на витрине,415804,"15,6″ - 39,62 см",Windows 10,Core ™ i7-8705G,"3,10",16 ГБ,,512 ГБ,Radeon,,,(NX.C4JER.002)
s24,"Ноутбук Apple MacBook Air 13″ (2020) i5 1,1/8Gb/512GB SSD Silver (MVH42)",720890,Apple,Ноутбуки,Есть в наличии,460042,"13,3″ - 33,78 см",MacOS X,Intel® Core™ i5-1030NG7,1.10 ГГц,8 ГБ,SSD,512 ГБ,Iris Plus Graphics,,1.5 ГБ, (MVH42)
s25,Ноутбук Apple MacBook Pro 13 2020 Space Grey (MWP42),998890,Apple,Ноутбуки,Товар на витрине,460439,"13,3″ - 33,78 см",MacOS X,Intel® Core™ i5-165UX,2.0 ГГц,16 ГБ,SSD,512 ГБ,Iris Plus Graphics,,1.5 ГБ,(MWP42)
s26,"Ноутбук Apple MacBook Pro 16"" i7 2.6/16/512 SSD Silver (MVVL2)",1320990,Apple,Ноутбуки,Есть в наличии,421296,"16″ - 40,64 см",MacOS X,Intel® Core™ i7-9750H,2.6 ГГц,16 ГБ,SSD,512 ГБ,Radeon,5300,4 ГБ,(MVVL2)
s27,Ноутбук Asus Laptop E410M С41UW (90NB0Q12-M03320),179990,Asus,Ноутбуки,Есть в наличии,463049,"14″ - 35,56 см",Windows 10,Intel® Celeron® N4020,1.1 ГГц,4 ГБ,SSD,128 ГБ,Intel UHD Graphics,600,,(90NB0Q12-M03320)
s28,Ноутбук HP Pavilion Gaming R585GN 16D68EA (15-ec1021ur),347290,HP,Ноутбуки,Товар на витрине,463060,"15,6″ - 39,62 см",DOS,AMD® Ryzen ™ 5 4600H,,8 ГБ,SSD,512 ГБ,GeForce GTX,1650 Super,4 ГБ,(15-ec1021ur)
s29,"Ноутбук Apple MacBook Air 13″ (2020) i5 1,1/8Gb/512GB SSD Gold (MVH52)",720890,Apple,Ноутбуки,Есть в наличии,460043,"13,3″ - 33,78 см",MacOS X,Intel® Core™ i5-1030NG7,1.10 ГГц,8 ГБ,SSD,512 ГБ,Iris Plus Graphics,,1.5 ГБ,(MVH52)
s30,Ноутбук Acer Predator Triton 300 PT315-52-5123 i5161TSGN (NH.Q7CER.004),659990,Acer,Ноутбуки,Товар на витрине,462677,"15,6″ - 39,62 см",DOS,Intel ® Core™ i5-10300H,2.5 ГГц,16 ГБ,SSD,1 ТБ,GeForce GTX,1660 Ti,6 ГБ,(NH.Q7CER.004)
s31,Ноутбук Acer Swift 5 SF514-54T-51UF (NX.HHYER.006),499990,Acer,Ноутбуки,Товар на витрине,462673,"14″ - 35,56 см",Windows 10,Intel® Core™ i5-1035G1,1 ГГц,16 ГБ,SSD,512 ГБ,Intel UHD Graphics,,,(NX.HHYER.006)
s32,Ноутбук Acer ConceptD 9 CN917-71-76H5 I7322TSGW (NX.C4LER.005),1999990,Acer,Ноутбуки,Есть в наличии,462683,"17,3″ - 43,94 см",Windows 10,Intel® Core™ i7-9750H,,32 Гб,SSD,2 Гб,GeForce RTX,,8 ГБ,(NX.C4LER.005)
s33,Ноутбук Lenovo IdeaPad Gaming 3 I781T1SGN (81Y400NTRK),419990,Lenovo,Ноутбуки,Есть в наличии,463064,"15,6″ - 39,62 см",DOS,Intel® Core™ i7-9750H,2.6 ГГц,8 ГБ,HDD + SSD,HDD 1 Тб + SSD 128 Гб,GeForce GTX,1650 Super,4 ГБ,(81Y400NTRK)
s34,Ноутбук Apple MacBook Pro 13 2020 Space Grey (MXK52),831890,Apple,Ноутбуки,Есть в наличии,460437,"13,3″ - 33,78 см",MacOS X,Intel® Core™ i5-85UX,1.4 ГГц,8 ГБ,SSD,512 ГБ,Iris Plus Graphics,645,1.5 ГБ,(MXK52)
s35,Ультрабук Lenovo IdeaPad 5 14IIL05 (81YH00KQRK),359590,Lenovo,Ноутбуки,Товар на витрине,463438,"14″ - 35,56 см",Windows 10,Intel® Core™ i5-10210U,1 ГГц,8 ГБ,SSD,512 ГБ,GeForce MX,,2 ГБ,(81YH00KQRK)
s36,Ноутбук Acer Predator Triton 300 PT315-52-58EU I5161TSGN (NH.Q7BER.004),699990,Acer,Ноутбуки,Товар на витрине,462676,"15,6″ - 39,62 см",DOS,Intel ® Core™ i5-10300H,2.5 ГГц,16 ГБ,SSD,1 ТБ,GeForce GTX,2060,6 ГБ,(NH.Q7BER.004)
s37,Ноутбук HP Spectre 13-AF009UR (2PT12EA),581790,HP,Ноутбуки,Товар на витрине,80426,"13,3″ - 33,78 см",Windows 10,Intel® Core™ i7-8550U,1.8 ГГц,16 ГБ,HDD,1 ТБ,Intel UHD Graphics,620,SMA (выделяется из операт. памяти),(2PT12EA)
s38,Ноутбук Apple MacBook Pro 13 2020 Silver (MXK72),842990,Apple,Ноутбуки,Есть в наличии,460438,"13,3″ - 33,78 см",MacOS X,,1.4 ГГц,8 ГБ,SSD,512 ГБ,Iris Plus Graphics,645,1.5 ГБ,(MXK72)
s39,Ноутбук Asus ZenBook 14 UM425I R582SUW (90NB0RT1-M01140),349990,Asus,Ноутбуки,Есть в наличии,474550,"14″ - 35,56 см",DOS,AMD Ryzen™ 5 4500U,2.3 ГГц,8 ГБ,SSD,256 Гб,Radeon RX,,,(90NB0RT1-M01140)
s40,Ноутбук Acer ConceptD 7 CN715-71P-70XB (NX.C4PER.001),1999890,Acer,Ноутбуки,Есть в наличии,462665,"15,6″ - 39,62 см",Windows 10,Intel® Core™ i7-9750H,2.6 ГГц,32 Гб,SSD,2 Гб,Quadro,5000,16 ГБ,(NX.C4PER.001)
s41,Ноутбук Acer Swift 3 SF314-57-34H1 I382UW (NX.HJ5ER.001),299890,Acer,Ноутбуки,Есть в наличии,462669,"14″ - 35,56 см",Windows 10,Intel® Core™ i3 1005G1,1.2 ГГц,8 ГБ,SSD,256 Гб,Intel UHD Graphics,,,(NX.HJ5ER.001)
