QLED 8K телевизор Samsung QE65Q950TSUXCE,2299990,Samsung,472650,Все телевизоры,"65″ -165,1 см",7680x4320(8K),16:9,Прямой,QLED,Да,Есть (встроенный),Нет
Nanocell телевизор LG 65NANO956NA,1299990,LG,467869,Все телевизоры,"65″ -165,1 см",7680x4320(8K),16:9,Прямой,LED,Да,Есть (встроенный),Нет
Nanocell телевизор LG 55NANO866NA,414990,LG,462386,Все телевизоры,"55″ - 139,7см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
QLED 8K телевизор Samsung QE85Q950TSUXCE,4499990,Samsung,463657,Все телевизоры,"85″ - 215,9 см",7680x4320(8K),16:9,Прямой,QLED,Да,Есть (встроенный),Нет
LED телевизор Sony KD75XG8596BR2,1399990,Sony,304216,Все телевизоры,"75″ - 190,5 см",3840x2160 (4K UHD),16:9,Прямой,EDGE,Да,Есть (встроенный),
LED телевизор ARG LD50А7500,129990,ARG,455642,Все телевизоры,50″ - 127 см,3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),
Nanocell TV LG 65NANO816NA,479990,LG,459806,Все телевизоры,"65″ -165,1 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
QLED телевизор Samsung Frame QE65LS03TAUXCE,749090,Samsung,460258,Все телевизоры,"65″ -165,1 см",3840x2160 (4K UHD),16:9,Прямой,QLED,Да,Есть (встроенный),Нет
LED телевизор ARG LD43А6500,99990,ARG,455639,Все телевизоры,"43″ - 109,2 см",1920х1080 (FullHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED TV Haier 50 Smart TV BX,159990,Haier,468951,Все телевизоры,50″ - 127 см,3840x2160 (4K UHD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
QLED телевизор Samsung QE75Q80TAUXCE,1099990,Samsung,459715,Все телевизоры,"75″ - 190,5 см",3840x2160 (4K UHD),16:9,Прямой,QLED,Да,Есть (встроенный),Нет
LED TV Blaupunkt 55UR965,239990,Blaupunkt,355856,Все телевизоры,"55″ - 139,7см",3840x2160 (4K UHD),,,Direct,Да,Есть (встроенный),Нет
QLED телевизор Samsung QE82Q800TAUXCE,2999990,Samsung,460243,Все телевизоры,"82″ - 208,3 см",7680x4320(8K),16:9,Прямой,QLED,Да,Есть (встроенный),Нет
LED телевизор Sony KD43XH8096BR,279990,Sony,464217,Все телевизоры,"43″ - 109,2 см",3840x2160 (4K UHD),16:9,Прямой,Edge LED,Да,Есть (встроенный),Нет
LED телевизор Philips 50PUS7505,184990,Philips,464422,Все телевизоры,50″ - 127 см,3840x2160 (4K UHD),16:9,Прямой,Direct,Да,Есть (встроенный),
LED TV LG 86UN85006LA,899990,LG,459802,Все телевизоры,"86″ -  218,4 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED TV Toshiba 43L5865EV,159990,Toshiba,355859,Все телевизоры,"43″ - 109,2 см",1920х1080 (FullHD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
QLED телевизор Samsung QE75LS03TAUXCE,1099990,Samsung,460257,Все телевизоры,"75″ - 190,5 см",3840x2160 (4K UHD),16:9,Прямой,QLED,Да,Есть (встроенный),Нет
QLED телевизор Samsung QE85Q80TAUXCE,1599990,Samsung,472652,Все телевизоры,"85″ - 215,9 см",3840x2160 (4K UHD),16:9,Прямой,QLED,Да,Есть (встроенный),Нет
QLED телевизор Samsung QE75Q70TAUXCE,749990,Samsung,464214,Все телевизоры,"75″ - 190,5 см",3840x2160 (4K UHD),16:9,Прямой,QLED,Да,Есть (встроенный),Нет
LED телевизор Blaupunkt 50UT965,199990,Blaupunkt,421101,Все телевизоры,50″ - 127 см,3840x2160 (4K UHD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
QLED телевизор Samsung QE75Q95TAUXCE,1299990,Samsung,463442,Все телевизоры,"75″ - 190,5 см",3840x2160 (4K UHD),16:9,Прямой,QLED,Да,Есть (встроенный),Нет
LED телевизор Philips 32PHS6825,104990,Philips,469307,Все телевизоры,"32″ - 81,3 см",1366x768 (HD),,Прямой,Direct,Да,Есть (встроенный),Нет
LED телевизор LG 43UN81006LB,209990,LG,467871,Все телевизоры,"43″ - 109,2 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED TV Toshiba 43U5865EV,174990,Toshiba,355861,Все телевизоры,"43″ - 109,2 см",3840x2160 (4K UHD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
QLED телевизор Samsung QE55Q95TAUXCE,749090,Samsung,467444,Все телевизоры,"55″ - 139,7см",3840x2160 (4K UHD),16:9,Прямой,QLED,Да,Есть (встроенный),
Nanocell TV LG 86NANO906NA,1399990,LG,462383,Все телевизоры,"86″ -  218,4 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED TV Sony KD75XG9505BR2,1399990,Sony,390569,Все телевизоры,"75″ - 190,5 см",3840x2160 (4K UHD),16:9,Прямой,Direct,,Есть (встроенный),Нет
LED телевизор LG 75UN81006LB,499990,LG,467868,Все телевизоры,"75″ - 190,5 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор Sony KD55XH9096BR,499990,Sony,464244,Все телевизоры,"55″ - 139,7см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
QLED телевизор Samsung QE75Q950TSUXCE,3199990,Samsung,464181,Все телевизоры,"75″ - 190,5 см",7680x4320(8K),16:9,Прямой,QLED,Да,,
LED TV Haier LE43K6700UG,164990,Haier,459964,Все телевизоры,"43″ - 109,2 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор Philips 50PUS8505,249990,Philips,471757,Все телевизоры,50″ - 127 см,3840x2160 (4K UHD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
LED телевизор Horizont 55LE7713D,239990,Horizont,390622,Все телевизоры,"55″ - 139,7см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор KIVI 50U730GR,184890,Kivi,460186,Все телевизоры,50″ - 127 см,3840x2160 (4K UHD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
LED TV Haier LE55K6700UG,209990,Haier,459966,Все телевизоры,"55″ - 139,7см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED TV Toshiba 49L5865EV,199990,Toshiba,355860,Все телевизоры,"49″ - 124,5 см",1920х1080 (FullHD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
OLED телевизор LG OLED77CXRLA,2999890,LG,463448,Все телевизоры,"77″ - 195,58 см",3840x2160 (4K UHD),16:9,Прямой,OLED,Да,Есть (встроенный),Нет
LED телевизор Philips 43PFS5505,114990,Philips,474649,Все телевизоры,"43″ - 109,2 см",1920х1080 (FullHD),16:9,Прямой,LED,Нет,Нет,Нет
LED телевизор Samsung UE50TU8570UXCE,244090,Samsung,469317,Все телевизоры,50″ - 127 см,3840x2160 (4K UHD),,Прямой,Edge LED,Да,Есть (встроенный),
LED телевизор Samsung UE55TU8570UXCE,269090,Samsung,469316,Все телевизоры,"55″ - 139,7см",3840x2160 (4K UHD),,Прямой,Edge LED,Да,Есть (встроенный),
LED телевизор Philips 58PUS7505,229990,Philips,471759,Все телевизоры,"58″ - 147,3 см",3840x2160 (4K UHD),16:9,Прямой,Direct,Да,Есть (встроенный),
LED телевизор KIVI 55U730GR,219890,Kivi,460187,Все телевизоры,"55″ - 139,7см",3840x2160 (4K UHD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
LED телевизор Sony KD85XH8096BR2,1499990,Sony,460177,Все телевизоры,"85″ - 215,9 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор Sony KD75XH8096BR2,849990,Sony,464245,Все телевизоры,"75″ - 190,5 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
OLED телевизор Sony KD55A8BR2,1199990,Sony,464243,Все телевизоры,"55″ - 139,7см",3840x2160 (4K UHD),,Прямой,OLED,Да,Есть (встроенный),Нет
LED телевизор Sony KD65XH9096BR2,749990,Sony,464222,Все телевизоры,"65″ -165,1 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор Sony KD85XH9505BR2,2499990,Sony,464223,Все телевизоры,"85″ - 215,9 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор LG 43UN73906LE,199990,LG,467872,Все телевизоры,"43″ - 109,2 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор ARG LD43А7500,129990,ARG,455640,Все телевизоры,"43″ - 109,2 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),
LED TV Haier LE50K6700UG,199990,Haier,459965,Все телевизоры,50″ - 127 см,3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
Nanocell телевизор LG 65NANO916NA,699990,LG,463450,Все телевизоры,"65″ -165,1 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор LG 49UN73906LE,219990,LG,467870,Все телевизоры,"49″ - 124,5 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор Samsung UE65TU8570UXCE,359090,Samsung,469315,Все телевизоры,"65″ -165,1 см",3840x2160 (4K UHD),,Прямой,Edge LED,Да,Есть (встроенный),
LED TV Haier LE65S8000UG,499990,Haier,459968,Все телевизоры,"65″ -165,1 см",3840x2160 (4K UHD),16:9,Прямой,Edge LED,Да,Есть (встроенный),Нет
LED TV Haier LE65K6700UG,349990,Haier,459967,Все телевизоры,"65″ -165,1 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED TV LG 55UN70006LA,219990,LG,474773,Все телевизоры,"55″ - 139,7см",3840 x 2160,16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор Panasonic TX-43HSR400,145990,Panasonic,470158,Все телевизоры,"43″ - 109,2 см",1920х1080 (FullHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор Panasonic TX-43GXR600,178990,Panasonic,470162,Все телевизоры,"43″ - 109,2 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
Nanocell телевизор LG 55NANO796NF,299990,LG,474774,Все телевизоры,"55″ - 139,7см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
Nanocell телевизор LG 50NANO796NF,255990,LG,474771,Все телевизоры,50″ - 127 см,3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
QLED 8K TV Samsung QE55Q900RBUXCE,899990,Samsung,421243,Все телевизоры,"55″ - 139,7см",7680x4320(8K),16:9,Прямой,QLED,Да,Есть (встроенный),Нет
QLED телевизор Samsung Frame QE55LS03RAUXRU,499090,Samsung,390610,Все телевизоры,"55″ - 139,7см",3840x2160 (4K UHD),16:9,Прямой,QLED,Да,Есть (встроенный),
LED телевизор Samsung UE70RU7100UXCE,349990,Samsung,421244,Все телевизоры,"70″ - 177,8 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
QLED телевизор Samsung Serif QE49LS01RAUXRU,399990,Samsung,390606,Все телевизоры,"49″ - 124,5 см",3840x2160 (4K UHD),16:9,Прямой,QLED,Да,Есть (встроенный),
LED TV LG 60UM7100PLB,229990,LG,361398,Все телевизоры,"60″ - 152,4 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
QLED телевизор Samsung Frame QE49LS03RAUXRU,359090,Samsung,390609,Все телевизоры,"49″ - 124,5 см",3840x2160 (4K UHD),16:9,Прямой,QLED,Да,Есть (встроенный),
OLED 8K TV LG OLED88ZX9LA,15499990,LG,460536,Все телевизоры,"88″ - 223,6 см",7680x4320(8K),16:9,Прямой,OLED,Да,Есть (встроенный),Нет
LED TV Philips 22PFS5304,59990,Philips,456846,Все телевизоры,"22″ - 55,9 см",1920х1080 (FullHD),16:9,Прямой,Direct,Нет,Нет,Нет
LED телевизор Kivi 40F600GR,99890,Kivi,420951,Все телевизоры,"40″ - 101,6 см",1920х1080 (FullHD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
QLED телевизор Samsung Frame QE43LS03TAUXCE,349090,Samsung,460261,Все телевизоры,"43″ - 109,2 см",3840x2160 (4K UHD),16:9,Прямой,QLED,Да,Есть (встроенный),Нет
LED TV LG 55UM7660PLA,229990,LG,361399,Все телевизоры,"55″ - 139,7см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор Kivi 32F700GR,84890,Kivi,420949,Все телевизоры,"32″ - 81,3 см",1920х1080 (FullHD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
LED телевизор Kivi 32H600GR,69890,Kivi,420948,Все телевизоры,"32″ - 81,3 см",1366x768 (HD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
QLED телевизор Samsung Serif QE43LS01RAUXRU,329990,Samsung,390605,Все телевизоры,"43″ - 109,2 см",3840x2160 (4K UHD),16:9,Прямой,QLED,Да,Есть (встроенный),
QLED телевизор Samsung Frame QE43LS03RAUXRU,329090,Samsung,390608,Все телевизоры,"43″ - 109,2 см",3840x2160 (4K UHD),16:9,Прямой,QLED,Да,Есть (встроенный),
QLED телевизор Samsung Frame QE50LS03TAUXCE,419990,Samsung,460260,Все телевизоры,50″ - 127 см,3840x2160 (4K UHD),16:9,Прямой,QLED,Да,Есть (встроенный),Нет
NanoCell TV LG 75SM9900PLA,1049990,LG,361393,Все телевизоры,"75″ - 190,5 см",7680x4320(8K),16:9,Прямой,LED,Да,Есть (встроенный),Нет
QLED телевизор Samsung Serif QE55LS01RAUXRU,449990,Samsung,390607,Все телевизоры,"55″ - 139,7см",3840x2160 (4K UHD),16:9,Прямой,QLED,Да,Есть (встроенный),
LED телевизор Kivi 24HR52GR,59890,Kivi,420956,Все телевизоры,24″ - 61 см,1366x768 (HD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
Nanocell TV LG 86SM9000PLA,999990,LG,421245,Все телевизоры,"86″ -  218,4 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
QLED телевизор Samsung Frame QE65LS03RAUXRU,699090,Samsung,390611,Все телевизоры,"65″ -165,1 см",3840x2160 (4K UHD),16:9,Прямой,QLED,Да,Есть (встроенный),
LED TV Philips 24PHS4304,64990,Philips,456847,Все телевизоры,24″ - 61 см,1366x768 (HD),16:9,Прямой,Direct,Нет,Нет,Нет
LED телевизор Kivi 40U600GR,124890,Kivi,420952,Все телевизоры,"40″ - 101,6 см",3840x2160 (4K UHD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
OLED 8K TV LG OLED77ZX9LA,10999990,LG,460537,Все телевизоры,"77″ - 195,58 см",7680x4320(8K),16:9,Прямой,OLED,Да,Есть (встроенный),Нет
QLED TV Samsung QE75Q80RAUXCE,849990,Samsung,421241,Все телевизоры,"75″ - 190,5 см",3840x2160 (4K UHD),16:9,Прямой,QLED,Да,Есть (встроенный),Нет
LED телевизор KIVI 32H700GR,79890,Kivi,460182,Все телевизоры,"32″ - 81,3 см",1366x768 (HD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
LED телевизор Kivi 50U600GR,159890,Kivi,420953,Все телевизоры,50″ - 127 см,3840x2160 (4K UHD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
LED телевизор Kivi 32H500GR,59890,Kivi,420947,Все телевизоры,"32″ - 81,3 см",1366x768 (HD),16:9,Прямой,Direct,Нет,Нет,Нет
LED телевизор KIVI 40F730GR,117890,Kivi,460184,Все телевизоры,"40″ - 101,6 см",1920х1080 (FullHD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
LED TV Haier LE32K6600SG,99990,Haier,459962,Все телевизоры,"32″ - 81,3 см",1366x768 (HD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
Nanocell телевизор LG 55NANO916NA,479990,LG,462385,Все телевизоры,"55″ - 139,7см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор KIVI 24H600GR,62890,Kivi,460181,Все телевизоры,24″ - 61 см,1366x768 (HD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
LED телевизор KIVI 43U700GR,149890,Kivi,460185,Все телевизоры,"43″ - 109,2 см",3840x2160 (4K UHD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
LED телевизор Samsung The Frame UE43LS03NAUXRU,349990,Samsung,85865,Все телевизоры,"43″ - 109,2 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор Sony KD65XH9505BR2,999890,Sony,460174,Все телевизоры,"65″ -165,1 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED TV Philips 55PUS6523/60,209990,Philips,361391,Все телевизоры,"55″ - 139,7см",3840x2160 (4K UHD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
QLED телевизор Samsung QE65Q95TAUXCE,949890,Samsung,467443,Все телевизоры,"65″ -165,1 см",3840x2160 (4K UHD),16:9,Прямой,QLED,Да,Есть (встроенный),
LED TV LG/32LM6350PLA 32LM6350PLA,129990,LG,306138,Все телевизоры,"32″ - 81,3 см",1920х1080 (FullHD),16:9,Прямой,Direct,Да,Есть (встроенный),
LED телевизор KIVI 32F700WR,84890,Kivi,460183,Все телевизоры,"32″ - 81,3 см",1920х1080 (FullHD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
LED телевизор Panasonic TX-32HSR400,100990,Panasonic,470159,Все телевизоры,"32″ - 81,3 см",1920х1080 (FullHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор Samsung The Frame UE55LS03NAUXRU,549990,Samsung,85863,Все телевизоры,"55″ - 139,7см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор Panasonic TX-43GR300,116990,Panasonic,470160,Все телевизоры,"43″ - 109,2 см",1920х1080 (FullHD),16:9,Прямой,LED,Нет,Нет,Нет
LED телевизор Panasonic TX-32GR300,78990,Panasonic,470161,Все телевизоры,"32″ - 81,3 см",1920х1080 (FullHD),16:9,Прямой,LED,Нет,Нет,Нет
LED телевизор Samsung The Frame UE65LS03NAUXRU,899990,Samsung,85862,Все телевизоры,"65″ -165,1 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор Samsung The Frame UE49LS03NAUXRU,449990,Samsung,85864,Все телевизоры,"49″ - 124,5 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор Kivi 32FR50WR,114990,Kivi,390916,Все телевизоры,"32″ - 81,3 см",1920х1080 (FullHD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
LED телевизор Sony KD75XH9505BR2,1599990,Sony,460176,Все телевизоры,"75″ - 190,5 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор Sony KD75XH9096BR2,1199990,Sony,460175,Все телевизоры,"75″ - 190,5 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED TV Philips 43PFS4012,114990,Philips,438022,Все телевизоры,"43″ - 109,2 см",1920х1080 (FullHD),16:9,Прямой,Direct,Нет,Нет,Нет
LED TV Haier LE32K6600SG,99990,Haier,459962,Все телевизоры,"32″ - 81,3 см",1366x768 (HD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
Nanocell телевизор LG 55NANO916NA,479990,LG,462385,Все телевизоры,"55″ - 139,7см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор KIVI 24H600GR,62890,Kivi,460181,Все телевизоры,24″ - 61 см,1366x768 (HD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
LED телевизор KIVI 43U700GR,149890,Kivi,460185,Все телевизоры,"43″ - 109,2 см",3840x2160 (4K UHD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
LED телевизор Samsung The Frame UE43LS03NAUXRU,349990,Samsung,85865,Все телевизоры,"43″ - 109,2 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор Sony KD65XH9505BR2,999890,Sony,460174,Все телевизоры,"65″ -165,1 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED TV Philips 55PUS6523/60,209990,Philips,361391,Все телевизоры,"55″ - 139,7см",3840x2160 (4K UHD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
QLED телевизор Samsung QE65Q95TAUXCE,949890,Samsung,467443,Все телевизоры,"65″ -165,1 см",3840x2160 (4K UHD),16:9,Прямой,QLED,Да,Есть (встроенный),
LED TV LG/32LM6350PLA 32LM6350PLA,129990,LG,306138,Все телевизоры,"32″ - 81,3 см",1920х1080 (FullHD),16:9,Прямой,Direct,Да,Есть (встроенный),
LED телевизор KIVI 32F700WR,84890,Kivi,460183,Все телевизоры,"32″ - 81,3 см",1920х1080 (FullHD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
LED телевизор Panasonic TX-32HSR400,100990,Panasonic,470159,Все телевизоры,"32″ - 81,3 см",1920х1080 (FullHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор Samsung The Frame UE55LS03NAUXRU,549990,Samsung,85863,Все телевизоры,"55″ - 139,7см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор Panasonic TX-43GR300,116990,Panasonic,470160,Все телевизоры,"43″ - 109,2 см",1920х1080 (FullHD),16:9,Прямой,LED,Нет,Нет,Нет
LED телевизор Panasonic TX-32GR300,78990,Panasonic,470161,Все телевизоры,"32″ - 81,3 см",1920х1080 (FullHD),16:9,Прямой,LED,Нет,Нет,Нет
LED телевизор Samsung The Frame UE65LS03NAUXRU,899990,Samsung,85862,Все телевизоры,"65″ -165,1 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор Samsung The Frame UE49LS03NAUXRU,449990,Samsung,85864,Все телевизоры,"49″ - 124,5 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор Kivi 32FR50WR,114990,Kivi,390916,Все телевизоры,"32″ - 81,3 см",1920х1080 (FullHD),16:9,Прямой,Direct,Да,Есть (встроенный),Нет
LED телевизор Sony KD75XH9505BR2,1599990,Sony,460176,Все телевизоры,"75″ - 190,5 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED телевизор Sony KD75XH9096BR2,1199990,Sony,460175,Все телевизоры,"75″ - 190,5 см",3840x2160 (4K UHD),16:9,Прямой,LED,Да,Есть (встроенный),Нет
LED TV Philips 43PFS4012,114990,Philips,438022,Все телевизоры,"43″ - 109,2 см",1920х1080 (FullHD),16:9,Прямой,Direct,Нет,Нет,Нет
